Specimen,Collection,Kingdom,Classifaction,Class,Order,Common Name,Family,Species,Author,Year,Geological time,Location,lat,lon,color,BP (mb) Low,BP (mb) High,Wind Low (Km/hr),Wind High (Km/hr),Temp C Low,Temp C High,Percipitation (mm),Humidity High,Humidity Low,Habitat,Sex,Notes,Environment,Antenna,Antennules,Body Length 1 mm,Body Length 2 mm,Body Length 3 mm,Total Body Length,Fore Wing Area,Fore Wing Length01mm,Fore Wing Length02mm,Fore Wing Width01mm,Fore Wing Width02mm,Fore Wing Width03mm,Fore Wing Width04mm,Fore Wing Width05mm,Fore Wing Width06mm,Fore Wing Width07mm,Hind Wing Area,Hind Wing Length01mm,Hind Wing Length02mm,Hind Wing Width01mm,Hind Wing Width02mm,Hind Wing Width03mm,Hind Wing Width04mm,Hind Wing Width05mm,Hind Wing Width06mm,Hind Wing Width07mm,Fore Wing perimeter,Hind Wing perimeter,Wing Span,Number of Wings,Body Width01mm,Body Width02mm,Body Width03mm,Telson L,Telson W,Orbital,W. B-t orbitals,Chela L,Chela W,chela + immovable finger,movable finger,Librigena,Head thickness,Body Thickness 1,Body Thickness 2,Skull Length,Skull Hieght,Skull Width,Neck,Rib cage Length,Femur,Tibia,Foot Length,Foot Width,Humerous,Lower arm,Digits 1,Digits 2,Digits 3,Digits 4,Tail,Link to functions,Collector,Date,Data Collector,Date Entered
CMNHENT0049906,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Xylocopinae,Unidentified,Latreille,,Recent,"Ohio, Erie Co. Kelleys Island Coleman tract",41.6058,-82.7155,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,1.598530237,-1,2.933614502,2.619733774,0,5.553348276,3.9844596,4.176126604,-1,1.246762778,0.740752101,1.554193143,0.345172099,1.013209812,1.481614712,1.300958808,0.875298287,2.975870491,-1,0.36538512,0.243863086,0.473725505,0.19691502,0.273566796,0.431442305,0.562076263,9.216573728,6.534762452,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Coleman, B. K. (Barbara K.)",9/2/2004,Alexandra Calvin,3/17/2017
CMNHENT0050065,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Nomadinae,Unidentified,,,Recent,"Prairie City, Oregon",44.4598,-118.7272,#ff9485,1017,1021,3,34,9,28,150,80,17,NA,U,NA,Air,2.448321115,-1,5.099442805,5.146586384,0,10.24602919,10.62599427,7.135772943,8.511456674,1.663068181,1.024544977,2.38591752,0.696886963,1.366395852,1.961511892,1.902422429,5.234254999,5.613943152,6.881413039,1.126830148,0.852918862,1.287659209,0.363861934,1.104888807,1.22650327,1.083060032,16.02647403,12.20059054,17.02291335,4,2.751367462,2.534939774,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Meszaros, G. (Gary)",6/19/1962,Alexandra Calvin,3/17/2017
CMNHENT0050067,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Nomadinae,Unidentified,,,Recent,"Round Valley Reservoir, New Jersey",40.619,-74.847,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.317757187,-1,5.070374423,4.58572926,0,9.656103683,9.399471834,8.087521136,-1,1.334688591,0.677979626,1.919295769,0.469957778,1.041226252,1.683540626,1.536801454,6.970912094,6.212486037,-1,1.492969996,1.152993866,1.478797679,0.68375113,1.395796557,1.434879717,1.150632198,17.37156554,13.37396564,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Keiper, J.",5/20/1994,Alexandra Calvin,3/17/2017
CMNHENT0050068,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Bee,Nomadinae,Unidentified,,,Recent,"Ca, Santa Barbara Co. Point Conception area",34.448,-120.471,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,3.503106662,-1,4.881598406,5.099089347,0,9.980687753,9.691586942,7.102566949,8.838797036,1.570026391,1.008416184,2.198296128,0.722316316,1.383724005,1.82004557,1.695434604,3.439063469,4.849001406,6.190588286,0.899002839,0.426752075,1.237639965,0.40788049,0.786266198,1.025837557,1.081883895,15.72127037,10.63394762,17.67759407,4,3.472460174,2.68317376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, G.", ,Alexandra Calvin,3/17/2017
CMNHENT0020541,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites annularis,Linnaeus,1763,Recent,"Logan, Hocking Co., OH",39.54,-82.4072,#364133,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.132418565,-1,10.06767971,11.37930023,0,21.44697994,66.43079861,18.13750754,-1,4.674595211,2.384340506,5.713477552,1.20310428,3.468185628,5.584367595,4.22418526,26.39694782,12.21812928,-1,2.534561607,2.052127964,2.696012711,1.481613924,2.407869587,2.709180565,2.098752155,39.823577,26.59102208,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"K., R. F.",7/11/1933,Alexandra Calvin,3/17/2017
CMNHENT0020542,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites annularis,Linnaeus,1763,Recent,"Logan, Hocking Co., OH",39.54,-82.4072,#364133,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.016488995,-1,9.946490173,9.516080609,0,19.46257078,59.11352894,18.60340756,-1,4.299895171,1.967778873,5.178839878,1.148350432,3.062499266,5.48874795,3.904140641,27.03710434,12.34163504,-1,3.058971714,2.24546593,2.673972606,0.599887955,3.012609399,2.949296863,2.085947389,39.54762923,26.79020543,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"K., R. F.",7/11/1933,Alexandra Calvin,3/23/2017
CMNHENT0020546,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites annularis,Linnaeus,1763,Recent,"Seddon, St. Clair Co., Ala.",33.5922,-86.2272,#364133,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,7.448635247,-1,10.97840646,15.4239817,0,26.40238817,110.8342228,23.89429338,27.17829043,5.653535599,3.309971636,6.40530148,2.17472666,4.482822153,6.639844952,4.972118602,35.47875545,16.12770666,19.42857358,2.364130126,2.130141886,2.757020044,1.444721367,2.468222951,2.524444653,2.729179702,53.02656775,34.42199714,54.35658087,4,6.567994116,6.601733833,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0020547,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites annularis,Linnaeus,1763,Recent,"Rocky River, Cuyahoga Co., OH",41.54,-81.66,#364133,993,1014,11,47,-3,4,0.25,100,78,hibernation in shale cliffs,U,"snow, rain, fog",Air,7.188409275,-1,10.56484384,12.15065714,0,22.71550098,71.36294966,19.53865706,21.8877588,4.413877742,2.279398887,5.547081758,1.38682346,3.467378084,5.740635485,3.990545993,28.26304837,13.58957922,16.22605714,2.604892193,1.985580266,2.590578315,1.076832313,2.55514462,2.745831262,2.045883356,42.85932905,29.13801597,43.7755176,4,4.698203477,5.272955826,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Stevens, L. E.",11/3/1966,Alexandra Calvin,3/23/2017
CMNHENT0020550,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites annularis,Linnaeus,1763,Recent,"Cleveland, Cuyahoga Co., OH",41.4994,-81.6956,#364133,1015,1019,6,21,17,25,150,93,52,NA,U,fog,Air,7.840050405,-1,10.03346388,11.7124217,0,21.74588558,76.16516212,20.19658526,23.01639033,4.551864501,2.87973995,5.514113866,2.039226664,3.694171539,5.699813338,4.011432947,32.78775798,13.69363322,16.05850907,2.943461496,2.55780387,2.715520181,2.212277488,2.84200359,2.92424459,2.223995544,44.19561922,29.61720991,46.03278065,4,5.639610141,4.729751703,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Meszoros, G. (Gary)",8/3/1961,Alexandra Calvin,3/23/2017
CMNHENT0020600,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites fuscatus,Fabricius,1793,Recent,Wilmerding PA.,40.3942,-79.8094,#15ad9e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,5.828037541,-1,9.623004533,10.85209819,0,20.47510273,49.44553666,16.54318689,19.1757424,3.465417821,1.938297464,4.616064045,1.570694537,2.701198181,4.18548227,4.086779185,25.11982242,11.32156014,13.75748927,2.665135767,2.668733989,2.452622282,2.195040036,2.566542295,2.727859887,1.780677825,36.30264804,25.14630306,38.35148479,4,5.265111022,4.871858256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/23/2017
CMNHENT0020632,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites fuscatus,Fabricius,1793,Recent,Wilmerding PA.,40.3942,-79.8094,#15ad9e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,8.069143128,-1,8.657114344,10.54032757,0,19.19744191,54.5188455,16.49831388,18.73454949,3.977799446,2.469358027,4.682798959,1.822404992,3.085909805,5.12630379,3.041141938,23.54920955,11.05893037,13.33869544,2.484691392,2.45131688,2.379640204,1.725946136,2.567321598,2.719785702,1.899750318,36.17894575,24.33480296,37.46909898,4,4.472471223,4.559530141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/23/2017
CMNHENT0020635,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites fuscatus,Fabricius,1793,Recent,Wilmerding PA.,40.3942,-79.8094,#15ad9e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,7.771266911,-1,9.223158012,10.79828102,0,20.02143903,57.04390537,17.18127472,19.37067756,3.930881413,2.432157765,5.233524233,1.528112907,3.195651124,4.697378682,4.163163914,25.60724463,11.58210312,13.66179824,2.835947003,2.487586786,2.476471194,2.087670687,2.628882873,2.659580294,2.040990774,37.72011978,25.39437171,38.74135512,4,4.378805673,4.159390233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/23/2017
CMNHENT0020644,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites fuscatus,Fabricius,1793,Recent,Wilmerding PA,40.3942,-79.8094,#15ad9e,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,7.724020438,-1,9.15527753,9.053386132,0,18.20866366,48.91413872,15.97300013,18.09086574,3.827600072,1.926296258,4.884740901,1.267517747,2.825211155,4.889569002,3.569094995,21.57554393,10.5595446,12.92275768,2.469356053,2.182434074,2.495291988,1.318238289,2.323183924,2.517466461,2.111097587,35.30421701,23.20928357,36.18173149,4,4.235731224,4.726426169,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,8/26/1922,Alexandra Calvin,3/23/2017
CMNHENT0020650,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Polistinae,Polites fuscatus,Fabricius,1793,Recent,"Rocky River, Cuyahoga Co., OH",41.54,-81.66,#15ad9e,1017,1022,8,23,16,28,150,84,44,NA,U,NA,Air,7.877428604,-1,8.849291708,11.84920226,0,20.69849397,40.66881482,14.45266723,16.93269443,3.533516295,1.943653777,4.265631144,1.3647357,2.711983959,4.156627643,3.291072288,17.06482956,9.699859525,11.96682715,2.122620295,1.951250792,1.951455215,1.640425535,2.092645407,2.207392548,1.499053471,32.05539104,21.13679967,33.86538887,4,4.960054416,4.53393525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Stevens, L. E.",8/12/1965,Alexandra Calvin,3/23/2017
CMNHENT0020023,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Evagetes ingenuus,Cresson,1867,Recent,Wilmerding PA.,40.3942,-79.8094,#b904bc,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.106956147,-1,7.08082429,7.046067549,0,14.12689184,36.53076072,13.3873178,15.10664753,3.225789174,1.811843004,4.273498044,1.102880657,2.630554087,3.905061195,3.940939659,25.36013339,10.09841198,11.783622,3.084485016,3.087076489,2.632377562,1.385959418,3.367099998,2.943189199,2.178217086,29.91170708,23.10419911,30.21329505,4,3.438659458,3.370420035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky, ,Alexandra Calvin,3/23/2017
CMNHENT0020026,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Evagetes ingenuus,Cresson,1867,Recent,"Sardis, Westmoreland Co., PA",40.4917,-79.6919,#b904bc,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,7.364672864,-1,7.552767618,6.348680901,0,13.90144852,25.78677292,12.02046845,-1,2.262496198,1.303597367,3.845943391,0.965220566,1.866413295,3.450036943,3.259943551,20.61030739,8.907703087,-1,2.857438258,2.488551408,2.604125697,1.474851895,2.827899277,2.830160802,2.122620295,26.68293948,20.67036117,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,7/1/1922,Alexandra Calvin,3/23/2017
CMNHENT0020033,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Evagetes ingenuus,Cresson,1867,Recent,"Sardis, Westmoreland Co., PA",40.4917,-79.6919,#b904bc,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,6.548566957,-1,7.183087441,5.917070222,0,13.10015766,27.29541101,12.14486514,-1,2.518259398,1.302063581,3.911301865,1.018043518,1.952071007,3.325999783,3.389352732,23.70474774,10.05973243,-1,3.044820642,2.630098745,2.970505304,0.594531639,2.74539329,3.170401413,2.923834202,26.77795376,23.22577754,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,7/1/1922,Alexandra Calvin,3/23/2017
CMNHENT0020034,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Evagetes ingenuus,Cresson,1867,Recent,"Center, PA.",39.8775,-80.2975,#b904bc,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,5.217147669,-1,7.389967227,7.329716904,0,14.71968413,26.73082089,12.32772674,13.43106332,2.560771318,1.358569323,3.691898393,0.996207396,2.020513779,3.036537302,2.929299671,18.443115,9.21192229,10.73145957,2.603050164,2.272547055,2.463033579,1.42212716,2.459621854,2.69245154,1.807202049,26.96158681,20.60174497,26.86212665,4,2.206673171,3.039074568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,7/8/1922,Alexandra Calvin,3/23/2017
CMNHENT0020091,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Pepsis formosa,Say,1823,Recent,"Santa Barbara, Santa Barbara Co., CA",34.4208,-119.6972,#266d10,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,17.48769412,-1,21.02844064,15.70604428,0,36.73448492,143.8635512,29.08160954,-1,7.178881011,4.259805343,7.207590467,2.357535633,5.950042563,7.808310827,6.258518975,114.939813,21.99419613,-1,5.53394592,7.102748484,5.755444314,4.809881798,5.2646937,6.173665511,4.064985073,62.66829561,52.54327008,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Perry, G.", ,Alexandra Calvin,3/23/2017
CMNHENT0020092,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Pepsis formosa,Say,1823,Recent,"Kings Canyon National Park, 6200ft, Grant Pass, Madera Co., CA",36.8006,-118.9503,#266d10,1500,1500,150,150,8,21,150,150,150,NA,U,NA,Air,14.88908575,-1,13.69813697,15.84546781,0,29.54360478,129.8542203,25.44278791,28.32394873,5.804836632,3.106122929,7.649688926,2.384861827,4.680593272,7.516717309,5.760368078,78.04150595,18.15353278,20.39553279,5.504597716,4.912757959,4.365674271,2.863616473,5.409614466,5.356390381,3.284808876,56.9310831,41.30477551,56.64789747,4,5.762321657,4.484000006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Meszoros, G. (Gary)",3/30/1976,Alexandra Calvin,3/23/2017
CMNHENT0020100,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Pepsis formosa,Say,1823,Recent,World,34.5003,-106.0009,#266d10,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,-1,-1,14.3456691,14.11230756,0,28.45797666,158.6679775,28.68361508,31.74676792,6.902748269,4.213008541,8.900500968,2.542497457,5.556724501,8.172205765,6.611415107,108.2284287,19.7460362,22.63626468,6.828110092,6.359329219,6.101479138,4.7281384,6.796162416,6.682553037,4.612346411,63.20499587,45.38932614,63.49353584,4,6.12630569,5.780456967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0020101,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Pepsis formosa,Say,1823,Recent,North America,34.5003,-106.0009,#266d10,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,15.66822446,-1,12.28074805,10.84026601,0,23.12101405,87.63923578,20.03923394,23.34390911,5.378084281,3.523001711,6.363994419,2.65143932,4.581212766,6.28558287,5.268067566,55.87306526,15.58235855,18.12547022,4.249168038,3.923822422,4.32317684,2.761098493,4.177955191,4.72143945,3.19616224,45.38110796,34.85594308,46.68781822,4,6.609350339,5.08622336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0020102,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Pompilidae,Pepsis formosa,Say,1823,Recent,"Ft. Wingate, New Mexico, USA",34.5003,-106.0009,#266d10,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,14.94672025,-1,13.77718876,11.69091013,0,25.4680989,105.5812407,21.92589609,25.5781985,5.560876995,2.833710723,7.332395656,1.81733649,4.285640807,7.016929738,7.0758929,87.61154036,17.39870975,19.97439779,6.395624939,5.125428058,5.743823799,2.732529502,6.502488168,6.217116351,4.177954238,50.36016127,41.00279415,51.156397,4,7.30460482,5.151376066,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,,,Alexandra Calvin,3/23/2017
CMNHENT0021571,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Scoliidae,Unidentified,,,Recent,"Seddon, St. Clair Co., Ala.",33.5922,-86.2272,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,5.08627831,-1,9.422741295,10.84482826,0,20.26756955,56.43956539,17.236558,19.58099275,4.298547028,2.654174117,5.145589684,1.447249779,3.434855336,5.100147283,3.902251078,40.12583213,13.14183314,15.39188907,3.739134298,3.505362964,3.703158161,1.568402804,3.739135239,3.703691224,3.272020423,37.12966996,29.59314041,39.16198551,4,4.688869505,4.500111844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0021576,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Scoliidae,Unidentified,,,Recent,"Seddon, St. Clair Co., Ala.",33.5922,-86.2272,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,5.148782128,-1,9.531853378,12.01099836,0,21.54285174,36.13989703,15.4371953,-1,2.869327323,1.680453947,3.959293672,0.8723802,2.290606845,3.740897761,2.978271436,26.04446319,11.888259,-1,2.829052155,2.427859034,2.72406901,1.300356468,3.023106212,2.799290457,1.952391721,32.98436701,25.62254701,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0021577,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Scoliidae,Unidentified,,,Recent,"Seddon, St. Clair Co., Ala.",33.5922,-86.2272,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.300701194,-1,8.923982502,10.84358308,0,19.76756558,36.78546777,14.82450549,17.26269782,3.06732551,1.557656663,4.204449777,0.975112972,2.251689955,3.814625957,3.150285386,23.2649143,10.72146806,13.34987113,2.890135271,2.218052967,2.727860882,1.32398847,2.757165715,2.944411939,2.009600021,31.97801238,23.59883,34.52539564,4,4.876384668,5.256806139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0021579,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Scoliidae,Unidentified,,,Recent,"Seddon, St. Clair Co., Ala.",33.5922,-86.2272,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.489992784,-1,10.70731285,12.66878361,0,23.37609645,46.64486688,16.3171113,19.05408729,3.403802893,1.985552057,4.548998292,1.009736561,3.007358599,4.469437345,3.42023125,25.81891783,11.81419264,14.19468462,2.89654864,2.749850048,3.145413369,1.252299626,2.730356702,2.826252902,1.974893854,35.25417079,26.00556847,38.10817459,4,5.473951989,4.760983951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0021580,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Scoliidae,Unidentified,,,Recent,"Seddon, St. Clair Co., Ala.",33.5922,-86.2272,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,U,NA,Air,4.746799695,-1,10.58443119,12.40364901,0,22.98808021,47.43068956,17.56252843,20.32055734,3.424678755,2.155890328,4.411613379,1.357686031,2.861213886,4.046367278,3.677247574,30.02679117,12.4032639,15.92908168,2.885705174,2.667834693,3.229876633,1.418467634,3.177456707,3.062499208,1.8717625,37.3923926,28.57318962,40.64111468,4,5.516057816,7.051635551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,, ,Alexandra Calvin,3/23/2017
CMNHENT0021029,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula arenaria,Fabricius,1775,Recent,Wilmerding PA,40.3942,-79.81,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,6.712799666,-1,5.229746334,7.305633487,0,12.53537982,16.88550995,10.90504491,-1,2.292621459,1.199033494,2.515376601,0.835306168,1.640740109,2.54457163,1.852557278,4.682357337,6.870860955,-1,0.910843573,0.621658895,1.140398777,0.477684289,0.838459256,1.048191908,1.068752771,22.9958839,14.32584103,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,Zahrobsky,9/9/1921,Alexandra Calvin,3/23/2017
CMNHENT0021036,Cleveland Museum of Natural History,Animal,Flight animal,Insecta,Hymenoptera,Wasp,Vespidea,Dolichovespula arenaria,Fabricius,1775,Recent,"Port Severn, ON, Canada",44.8044,-79.7167,#ff9485,1500,1500,150,150,150,150,150,150,150,NA,M,NA,Air,6.378852401,-1,5.911756405,6.839402263,0,12.75115867,17.71645541,10.77270772,-1,2.365115384,1.164434255,2.887655815,0.549585587,1.640740239,2.693636032,2.618905273,5.123552424,7.063299611,-1,0.87915799,0.493975059,1.134600934,0.414084828,1.028503049,1.207255679,1.171209987,23.27974964,14.69421137,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Testingindex.html,"Zahrobsky, A. A. (Amelia A.)",8/20/1920,Alexandra Calvin,3/23/2017
